@relation metrics+reasoning_time

@attribute ontology string
@attribute SOV numeric
@attribute ENR numeric
@attribute EOG numeric
@attribute RCH numeric
@attribute CYC numeric
@attribute ESUB numeric
@attribute SUPECHN numeric
@attribute ELCLSPRT numeric
@attribute ELAXPRT numeric
@attribute HLC numeric
@attribute RHLC numeric
@attribute IHR numeric
@attribute IND numeric
@attribute aNOC numeric
@attribute tNOC numeric
@attribute aCID numeric
@attribute mCID numeric
@attribute aCOD numeric
@attribute tCOD numeric
@attribute aNOP numeric
@attribute CONJP numeric
@attribute UFP numeric
@attribute EF numeric
@attribute EFP numeric
@attribute OBPP numeric
@attribute DTPP numeric
@attribute FUNP numeric
@attribute CHNP numeric
@attribute ELPROP numeric
@attribute reasoning_time numeric

@data
ore_ont_14025.owl,0.692524,0.12642,0.365809,0.310792,0.740605,0.767816,0.499338,1,0.999931,0.674463,0.266426,0.334857,0,0.217567,0.74734,0.077628,0.726546,0.15036,0.750998,0.137966,0.0122,0,0.766287,0.9878,1,0,0,0,0.94382,8.366525
ore_ont_509.owl,0.408311,0.089907,0.41611,0.188607,0.497648,0.013555,0.092829,0.80466,0.742214,0.361288,0.041997,0.366621,0.379286,0.192112,0.516629,0.072231,0.250068,0.104241,0.485081,0.07823,0,0.5341,0.252149,0.0585,0.8386,0.1614,0,0,0.808874,5.539956
ore_ont_5730.owl,0.500144,0.075183,0.381761,0.17909,0.560345,0.190552,0.381713,0.963989,0.95063,0.352802,0.016696,0.378808,0.529733,0.200508,0.57679,0.076112,0.30936,0.093217,0.543873,0.081869,0.0742,0,0.509979,0.7431,1,0,0,0.016714,1,6.239626
ore_ont_3968.owl,0.385078,0.086914,0.398497,0.23703,0.484326,0.714495,0.51069,1,1,0,0,0,0,0.210025,0.528499,0.06909,0.322055,0.09985,0.487184,0.084124,0,0,0.493426,1,1,0,0,0,1,5.234667
ore_ont_16188.owl,0.224188,0.114652,0.283517,0,0.388171,0,0,1,0,0,0,0,0.213703,0,0,0.108075,0.360167,0.024388,0.250996,0.027965,0,0,0,0,1,0,0,0,1,4.628235
ore_ont_1539.owl,0.477292,0.078602,0.394672,0.155159,0.525989,0.026973,0.193545,0.857945,0.838885,0.380891,0.029702,0.424242,0.521452,0.192227,0.545457,0.084388,0.311171,0.086714,0.510093,0.065593,0,0.4721,0.350731,0.1676,0.9396,0.0604,0,0,0.844675,6.073812
ore_ont_9786.owl,0.362894,0.089993,0.409755,0.284509,0.47786,0.159358,0.470205,0.916832,0.8979,0.42202,0.176161,0.398936,0,0.180216,0.493571,0.069388,0.339613,0.103211,0.465212,0.060072,0.1402,0.0795,0.445221,0.613,0.9948,0.0052,0.0725,0.01209,0.710784,6.368187
ore_ont_11533.owl,0.156944,0.088491,0.396494,0.661024,0.347248,0,0,0.249931,0,0.173414,0.019074,0.236618,0.325816,0.16815,0.294313,0.137668,0.244174,0.130737,0.2579,0.114709,0,0.2131,0,0,0.3582,0.6418,0,0,1,4.663439
ore_ont_2574.owl,0.837001,0.211706,0.510265,0.243393,0.879541,0.884205,0.431936,0.999891,0.999953,0.837444,0.373869,0.875604,0.854916,0.354442,0.836355,0.208457,0.83998,0.340635,0.85812,0.264292,0.0201,0.0002,0.790026,0.9795,1,0,0.0132,0.506579,0.900356,14.403298
ore_ont_1461.owl,0.222552,0.097606,0.382256,0.55632,0.399376,0,0,0.386632,0.341743,0,0,0,0.234974,0.197822,0.398975,0.089421,0.164229,0.129261,0.359243,0.123171,0,0.0101,0,0,0.5724,0.4276,0.6621,0,1,4.804021
ore_ont_15575.owl,0.293316,0.077879,0.405646,0.130195,0.398525,0.003745,0,0.860792,0.828231,0.245173,0.022648,0.18604,0.343389,0.188181,0.419576,0.076139,0.237819,0.07584,0.365242,0.057699,0,0.6765,0.086059,0.0294,0.7097,0.2903,0,0,0.904,4.825644
ore_ont_480.owl,0.08727,0.065279,0.395693,0.210227,0.242982,0.435294,0,1,1,0,0,0,0.118996,0.191991,0.297494,0.061612,0.17909,0.105335,0.237688,0.094512,0,0,0.226416,1,1,0,0,0,0,4.539742
ore_ont_12208.owl,0.680332,0.167847,0.39696,0.608889,0.797006,0.714545,0.732326,1,1,0.637592,0.079014,0.13057,0,0.25755,0.79025,0.111312,0.684897,0.203211,0.800089,0.176242,0,0,0.850587,1,1,0,0,0.544444,0.909605,8.774107
ore_ont_3784.owl,0.468152,0.134406,0.291741,0.611334,0.629031,0,0,1,1,0,0,0,0,0,0,0.057777,0.497402,0.160891,0.621549,0.028947,0.5133,0,0.6253,0.4867,1,0,0,0,0,6.012084
ore_ont_14831.owl,0.129944,0.101897,0.224935,0.967418,0.348708,0.962963,0,1,1,0,0,0.312279,0.051249,0.185794,0.313323,0.099232,0.322835,0.214677,0.300539,0.154974,0,0,0.364566,1,1,0,0,0,1,4.567814
ore_ont_15203.owl,0.871128,0.294691,0.559282,0.48396,0.975622,0.880789,0.953869,1,1,0,0,0,0,0.475419,0.976368,0.211555,0.885609,0.365387,0.981385,0.395194,0,0,0.965484,1,1,0,0,0,0.6,11.33579
ore_ont_16777.owl,0.199399,0.113684,0.2199,0,0.370405,0,0,1,0,0,0,0,0.051249,0,0,0.108641,0.342713,0.024182,0.234944,0.027728,0,0,0,0,1,0,0,0,1,4.65396
ore_ont_6659.owl,0.606092,0.1209,0.350917,0.434701,0.709257,0.769711,0.606783,1,1,0.477374,0.025199,0.335311,0,0.21456,0.699537,0.083017,0.389875,0.143163,0.695713,0.114501,0.0061,0,0.73856,0.9939,1,0,0,0,1,7.741099
ore_ont_3914.owl,0.961495,0.066327,0.31119,0.028609,0.827153,0.027086,0.367826,1,0.998409,0.359445,0.000156,0.26766,0.989661,0.187833,0.629533,0.33223,0.853917,0.14152,0.630092,0.035613,0.408,0,0.417737,0.592,1,0,0,0,0.833333,9.304377
ore_ont_3566.owl,0.241046,0.097724,0.438183,0.046978,0.384046,0.006135,0,0.980519,0.982143,0.103063,0.002861,0.375901,0.386372,0.179327,0.340607,0.112867,0.255565,0.041039,0.264603,0.030818,0.375,0.125,0.086059,0.25,0.9524,0.0476,0,0,0.709677,4.70953
ore_ont_15030.owl,0.290328,0.106976,0.192972,0.808947,0.464299,0,0,0.109075,0.083955,0,0,0,0.405526,0.16247,0.41638,0.103575,0.212138,0.149263,0.406943,0.122302,0,0,0,0,0.5016,0.4984,0.7022,0,0.998834,5.049856
ore_ont_3671.owl,0.106075,0.101809,0.401715,0,0.295168,0,0,1,0.266667,0,0,0,0.051249,0.090991,0.13888,0.253027,0.23329,0.168668,0.146837,0.028963,0,0,0,0,0.7024,0.2976,0,0,0.852349,4.553877
ore_ont_13723.owl,0.463372,0.16302,0.338786,0.559274,0.642211,0.641747,0.590947,0.999869,0.837356,0,0,0,0,0.230112,0.624183,0.109709,0.494715,0.19723,0.623094,0.144631,0.0036,0,0.662127,0.9962,1,0,0,0,0,6.391359
ore_ont_7256.owl,0.680392,0.029225,0.014255,0.004288,0.336457,1,0,1,1,0,0,0,0,0.190855,0.703734,0.043546,0.611392,0.025846,0.660831,0.028959,0,0,0.395579,1,1,0,0,0,0,7.734705
ore_ont_5162.owl,0.723249,0.155385,0.470221,0.352572,0.792636,0.403809,0.771892,0.998027,0.998837,0.679807,0.135157,0.554398,0,0.277352,0.796568,0.113654,0.64441,0.187475,0.792844,0.170276,0.144,0,0.793504,0.8509,1,0,0,0.37234,0.94686,11.751877
ore_ont_13897.owl,0.274987,0.129542,0.326598,0.577592,0.487474,1,0,1,1,0.088773,0.004098,0.374903,0,0.000647,0.092587,0.055684,0.312943,0.157882,0.462932,0.028834,0.5106,0,0.457979,0.4894,1,0,0,0.145833,1,4.801285
ore_ont_4054.owl,0.658201,0.049711,0.153695,0.282379,0.712433,0.17698,0.652558,1,1,0.586486,0.020583,0.574992,0.894846,0.230765,0.72733,0.23789,0.872909,0.1467,0.720495,0.11235,0.374,0,0.692852,0.626,1,0,0,0.388889,1,9.375374
ore_ont_13846.owl,0.675006,0.039681,0.093573,0.308404,0.735982,0.33428,0.724758,1,0.999162,0.507314,0.002519,0.35416,0.968884,0.248965,0.748462,0.322937,0.962036,0.14835,0.736448,0.135017,0.019,0,0.750843,0.981,1,0,0.009,0.21021,0.902985,10.028915
ore_ont_9673.owl,0.435325,0.087252,0.425491,0.055543,0.505516,0.111887,0.433505,1,0.999795,0.14745,0.000952,0.154503,0,0.252441,0.567109,0.080346,0.333036,0.100759,0.510746,0.108646,0,0,0.404133,1,1,0,0,0,1,5.52678
ore_ont_10140.owl,0.757569,0.152065,0.346872,0.422422,0.815477,0.39412,0.588174,0.994588,0.989997,0.481256,0.005456,0,0,0.19481,0.792181,0.098954,0.803868,0.182973,0.825722,0.11539,0.5438,0,0.792653,0.4446,1,0,0,0,1,9.047351
ore_ont_2672.owl,0.303954,0.038786,0.325562,0.017773,0.289283,0.015982,0.046415,1,1,0,0,0,0,0.199905,0.452585,0.049461,0.195446,0.03862,0.378684,0.041586,0,0,0.212134,1,1,0,0,0,0,4.450464
ore_ont_1767.owl,0.388789,0.034821,0.066296,0.045227,0.495877,0.030114,0.107771,1,1,0.299232,0.001686,0,0.759551,0.279275,0.545419,0.370915,0.751734,0.126014,0.484796,0.139397,0,0,0.350731,1,1,0,0,0,1,6.31234
ore_ont_12219.owl,0.492217,0.080448,0.39756,0.189043,0.559396,0.195117,0.366715,0.962453,0.949499,0.367143,0.021359,0.445446,0.529733,0.198793,0.566017,0.076671,0.31027,0.093587,0.532769,0.080879,0.0743,0,0.50278,0.7454,1,0,0,0.017381,1,5.743003
ore_ont_5679.owl,0.124125,0.15428,0.479232,0,0.351536,0,0,1,0.396875,0,0,0,0,0.188776,0.324054,0.127472,0.199069,0.18579,0.300773,0.027681,0,0,0,0,0,0,0,0,0,4.290459
ore_ont_2213.owl,0.478961,0.079664,0.397615,0.157315,0.529262,0.025923,0.176717,0.854338,0.836322,0.380891,0.028716,0.427991,0.52735,0.19203,0.545967,0.085789,0.311171,0.087405,0.511078,0.06591,0,0.4633,0.348013,0.1582,0.9403,0.0597,0,0,0.836705,5.682445
ore_ont_5218.owl,0.765623,0.056522,0.20612,0.286973,0.769765,0.120293,0.680713,1,0.998739,0.648004,0.033749,0.606766,0.923128,0.162775,0.768205,0.168119,0.907659,0.124672,0.794662,0.066017,0.4708,0,0.766974,0.5292,1,0,0,0.146538,0.902128,9.551871
ore_ont_786.owl,0.507839,0.154238,0.400774,0.65858,0.677855,0.745436,0.597309,1,1,0.583286,0.317591,0.591439,0,0.13699,0.620902,0.091257,0.435243,0.18735,0.669024,0.09048,0.3414,0,0.693906,0.6586,1,0,0.3642,0,1,6.930821
ore_ont_1306.owl,0.852502,0.135608,0.34585,0.963065,0.90191,1,0.811316,1,1,0,0,0,0.895817,0.099037,0.809186,0.115739,0.646413,0.205364,0.918258,0.086015,0.4692,0,0.958761,0.5308,1,0,0,0,0,9.699207
ore_ont_16010.owl,0.173222,0.033986,0.282655,0,0.160174,0,0,1,1,0,0,0,0,0.193276,0.359616,0.044566,0.250068,0.031932,0.273825,0.036616,0,0,0,0,0,0,0,0,0,4.285883
ore_ont_9509.owl,0.093606,0.039327,0.213498,0.116793,0.160174,0.123457,0,1,1,0,0,0,0.132476,0.177784,0.294313,0.048857,0.277222,0.055844,0.220173,0.046961,0,0,0.187838,1,1,0,0,0,0,4.253246
ore_ont_336.owl,0.4848,0.072883,0.37914,0.150162,0.523134,0.026817,0.251857,0.863011,0.84584,0.365037,0.022736,0.327124,0.529618,0.194133,0.558018,0.083279,0.30936,0.088311,0.523948,0.067763,0,0.5033,0.36306,0.1706,0.9139,0.0861,0,0,0.770878,5.590987
ore_ont_6951.owl,0.316023,0.06558,0.335071,0.603261,0.391297,0,0,0.330827,0.384615,0,0,0,0.411984,0.193193,0.318053,0.196959,0.351361,0.11003,0.262304,0.117408,0,0,0,0,0.4316,0.5684,0.7789,0,1,4.631487
ore_ont_10362.owl,0.14971,0.109093,0.431813,0.222071,0.344613,0.120968,0.11998,0.93442,0.652174,0.225816,0.055146,0.073717,0.081227,0.173855,0.32247,0.109197,0.230927,0.121763,0.282935,0.048315,0.1667,0.2,0.226416,0.5667,1,0,0,0,0.768595,4.373658
ore_ont_11522.owl,0.16761,0.098853,0.393017,0.442067,0.358746,0.38843,0,1,1,0.070351,0.003811,0.228219,0,0.209543,0.366867,0.080973,0.298607,0.163893,0.330192,0.141409,0,0,0.353357,1,1,0,0,0,1,4.308559
ore_ont_5057.owl,0.266224,0.083691,0.405282,0.257421,0.400881,0.525097,0.438386,1,1,0.385097,0.270794,0,0,0.199794,0.444585,0.065297,0.174431,0.095745,0.395937,0.076174,0,0,0.407222,1,1,0,0,0,1,4.426841
ore_ont_13277.owl,0.09563,0.056524,0.340068,0.276056,0.233559,0.313953,0.046415,1,1,0,0,0,0,0.173181,0.298266,0.053552,0.202538,0.096416,0.245369,0.074461,0,0,0.258178,1,1,0,0,0,0,4.267364
ore_ont_4617.owl,0.724032,0.083113,0.192432,0.027429,0.694557,0.057638,0.530805,1,0.992347,0.471437,0.008976,0,0,0.251056,0.761428,0.078655,0.759494,0.094795,0.728391,0.103746,0,0,0.577048,1,1,0,0,0,1,7.869784
ore_ont_5721.owl,0.495938,0.143639,0.323514,0.492583,0.599213,0.621514,0,1,1,0.236223,0.001506,0.627872,0.637778,0.198859,0.369296,0.22905,0.47976,0.167037,0.339693,0.139869,0,0,0.370318,1,1,0,0,0.056225,1,4.454347
ore_ont_12087.owl,0.785599,0.151541,0.312772,0.160911,0.810933,0.507222,0.68252,1,0.99998,0.742476,0.220466,0.731384,0,0.299123,0.831072,0.110759,0.831858,0.182328,0.820775,0.193442,0.0247,0,0.773694,0.9753,1,0,0,0,0.772727,8.901594
ore_ont_11635.owl,0.375484,0.049193,0.189256,0.233531,0.485033,0.215982,0.419664,1,0.991275,0.328501,0.011106,0.107993,0.635255,0.194751,0.513736,0.181993,0.577381,0.109058,0.482393,0.067911,0.4109,0,0.441957,0.5891,1,0,0,0,0.764706,5.299983
ore_ont_13857.owl,0.477497,0.07398,0.382599,0.154262,0.51892,0.026973,0.193545,0.858931,0.839659,0.380891,0.030898,0.382722,0.521452,0.192227,0.545457,0.084388,0.311171,0.086714,0.510093,0.065593,0,0.4748,0.350731,0.1686,0.9396,0.0604,0,0,0.844675,5.637168
ore_ont_9662.owl,0.377774,0.088145,0.41076,0.263953,0.484468,0.1875,0.439055,0.931976,0.91315,0.425362,0.160853,0.400154,0,0.18597,0.505506,0.069333,0.339613,0.102479,0.475153,0.063771,0.1437,0.0492,0.454743,0.6516,0.9667,0.0333,0.0714,0.011111,0.710462,5.891644
ore_ont_4383.owl,0.392023,0.135335,0.333079,0.519851,0.565461,0,0,1,1,0,0,0,0,0,0,0.058568,0.403936,0.161913,0.549354,0.028921,0.6036,0,0.521251,0.3964,1,0,0,0,0,4.895349
ore_ont_4856.owl,0.102404,0.082269,0.321163,0.489322,0.296759,0.710526,0,1,1,0,0,0,0.051249,0.139574,0.290111,0.053408,0.230927,0.150374,0.278987,0.117838,0,0,0.313913,1,1,0,0,0,0,4.243722
ore_ont_8335.owl,0.117938,0.045563,0.253954,0.22017,0.261314,0.30303,0.234133,1,1,0.256616,0.091422,0.13953,0.378406,0.176599,0.326613,0.116587,0.318039,0.071405,0.264603,0.050727,0,0,0.271487,1,1,0,0,0,0.857143,4.295015
ore_ont_8492.owl,0.509909,0.112485,0.296446,0.429565,0.615576,0.57926,0.57985,1,1,0,0,0,0,0.202264,0.627937,0.076906,0.507989,0.132418,0.616922,0.101148,0,0,0.660711,1,1,0,0,0,0,5.839672
ore_ont_4733.owl,0.59189,0.034678,0.080842,0.018554,0.448653,0,0,1,1,0,0,0,0,0.184476,0.641318,0.043805,0.718884,0.032827,0.59742,0.028963,0.9964,0,0.054297,0.0036,1,0,0,0,0,6.160504
ore_ont_12839.owl,0.683517,0.083164,0.042022,0,0.665293,0,0,1,1,0,0,0,0,0,0,0.004188,0.169489,0.094832,0.695284,0.028959,0,0,0,0,0,0,0,0,0,7.037613
ore_ont_2020.owl,0.528591,0.170335,0.490326,0.405245,0.669969,0.486918,0.654338,1,0.997207,0.487246,0.044662,0.290591,0,0.266638,0.664997,0.122717,0.404508,0.207046,0.655888,0.164424,0.4199,0,0.624951,0.5801,1,0,0,0,1,6.451523
ore_ont_15491.owl,0.490438,0.181981,0.50375,0.482228,0.659716,0.419797,0.604612,0.99885,0.996845,0.451019,0.035817,0.478749,0,0.242592,0.638006,0.128075,0.362108,0.221699,0.641444,0.148062,0.5093,0,0.60478,0.4885,1,0,0,0,1,6.872819
ore_ont_3905.owl,0.491207,0.068071,0.369698,0.129913,0.53215,0.099333,0.223131,0.971206,0.972407,0.351227,0.018322,0.424483,0.528231,0.194738,0.55954,0.073387,0.31027,0.075861,0.519846,0.069244,0,0,0.473533,0.7989,1,0,0,0,0.950855,5.439528
ore_ont_105.owl,0.204487,0.047877,0.322698,0,0.265206,0,0,1,1,0,0,0,0,0.21488,0.390853,0.056455,0.230927,0.049699,0.306615,0.056988,0,0,0,0,0,0,0,0,0,4.313034
ore_ont_1222.owl,0.085063,0.138615,0.476937,0.616532,0.352224,0,0,0.315471,0.266234,0.140703,0.017357,0.073717,0,0.202444,0.31573,0.130822,0.169489,0.194022,0.286968,0.127909,0,0.1803,0,0,0.8293,0.1707,0.2927,0,0.988095,4.343805
ore_ont_16642.owl,0.485804,0.072869,0.380359,0.14941,0.523689,0.02666,0.251857,0.863791,0.846351,0.36525,0.022513,0.333005,0.529332,0.194719,0.558409,0.083179,0.30936,0.08777,0.523839,0.067702,0,0.505,0.36306,0.1711,0.9139,0.0861,0,0,0.770878,5.594711
ore_ont_5602.owl,0.760765,0.129778,0.357987,0.920876,0.831956,1,0.742664,1,1,0,0,0,0.820015,0.092969,0.740248,0.10901,0.572885,0.193825,0.841879,0.076272,0.4585,0,0.881816,0.5415,1,0,0,0,0,8.721602
ore_ont_9204.owl,0.196931,0.115204,0.273545,0,0.370144,0,0,1,0,0,0,0,0.143873,0,0,0.110696,0.338979,0.024131,0.231513,0.027671,0,0,0,0,1,0,0,0,1,4.317488
ore_ont_5263.owl,0.198349,0.111348,0.240411,0,0.367471,0,0,1,0,0,0,0,0.132476,0,0,0.109111,0.340243,0.024149,0.232674,0.02769,0,0,0,0,1,0,0,0,1,4.313034
ore_ont_7944.owl,0.484209,0.073628,0.381246,0.151286,0.523977,0.027014,0.251857,0.86208,0.844521,0.365463,0.022838,0.330129,0.529332,0.194621,0.557529,0.0835,0.30936,0.088447,0.523192,0.068089,0,0.5034,0.36306,0.1711,0.9139,0.0861,0,0,0.768898,5.584749
ore_ont_7536.owl,0.615045,0.064286,0.36808,0.264069,0.606691,0.97583,0.667493,1,1,0.637907,0.50384,0,0,0.168356,0.666944,0.050396,0.250068,0.0707,0.653839,0.043246,0,0,0.688044,1,1,0,0,0,1,6.665259
ore_ont_7995.owl,0.248077,0.054165,0.315589,0.167183,0.325652,0.996032,0.416276,1,1,0,0,0,0,0.180884,0.415722,0.049869,0.209062,0.058328,0.356948,0.042381,0,0,0.350731,1,1,0,0,0,0,4.373658
ore_ont_11401.owl,0.16809,0.144502,0.479736,0.109628,0.380328,0,0,0.892977,0.422727,0,0,0,0,0.125038,0.303435,0.117067,0.260715,0.147088,0.3033,0.027941,0.0588,0,0.054297,0.0588,0.9483,0.0517,0.0517,0,0.83,4.394449
ore_ont_10778.owl,0.685508,0.122363,0.462885,0.214952,0.724255,0.170515,0.671294,1,1,0,0,0,0,0.26594,0.754648,0.096041,0.473037,0.144994,0.734494,0.14293,0,0,0.723392,1,1,0,0,0,1,7.716164
ore_ont_11559.owl,0.738614,0.029795,0.012728,0,0.429706,0,0,1,1,0,0,0,0,0.193196,0.744198,0.044522,0.74321,0.026572,0.70565,0.03047,0,0,0,0,0,0,0,0,0,7.813726
ore_ont_15331.owl,0.068052,0.113422,0.353347,0,0.280864,0,0,1,0.789474,0,0,0,0,0.107876,0.160149,0.205138,0.195446,0.081621,0.123922,0.028963,0,0,0,0,0.6471,0.3529,0.0784,0,0.915966,4.272026
ore_ont_6589.owl,0.187574,0.120186,0.432721,0,0.368284,0,0,1,1,0,0,0,0.305145,0.159841,0.271186,0.216105,0.293207,0.02724,0.19059,0.026676,0,0,0,0,0.9737,0.0263,0,0,0.98895,4.321923
ore_ont_2497.owl,0.51385,0.124522,0.453393,0.304932,0.616931,0.417482,0.610457,1,0.994349,0.48495,0.08096,0.406251,0,0.213884,0.623586,0.08768,0.356141,0.148031,0.612129,0.109983,0.3428,0,0.589687,0.6572,1,0,0,0,1,5.965292
ore_ont_7938.owl,0.374143,0.070315,0.382243,0.021023,0.436248,0.024558,0.218169,1,1,0.231231,0.007995,0,0,0.238457,0.517614,0.070712,0.312062,0.078896,0.451829,0.087689,0,0,0.278507,1,1,0,0,0,1,4.736198
ore_ont_16017.owl,0.483729,0.072935,0.379168,0.150962,0.522521,0.027085,0.251857,0.86252,0.844951,0.365037,0.022939,0.327124,0.529332,0.194661,0.557355,0.083616,0.30936,0.088357,0.522934,0.068053,0,0.5025,0.36306,0.172,0.9139,0.0861,0,0,0.770878,5.583496
ore_ont_14742.owl,0.74775,0.076643,0.295245,0.252385,0.743712,0.371485,0.728967,1,1,0.729662,0.276669,0,0.794172,0.21952,0.780845,0.101359,0.817053,0.111218,0.77227,0.0964,0,0,0.789228,1,1,0,0,0,0.666667,8.639706
ore_ont_1016.owl,0.446727,0.12626,0.451613,0.466288,0.585814,0.289087,0.47471,1,1,0.472205,0.142536,0.544348,0,0.154677,0.556428,0.086394,0.306565,0.157349,0.573226,0.069141,0.5126,0,0.555464,0.4874,1,0,0.3632,0,1,5.758902
ore_ont_2848.owl,0.558651,0.07941,0.268556,0.348806,0.583244,0.301457,0.559114,1,1,0.36352,0.010326,0.408573,0.665271,0.256429,0.585879,0.181469,0.61654,0.184698,0.563,0.159923,0.469,0,0.518267,0.531,1,0,0,0.092105,1,5.819093
ore_ont_7364.owl,0.331324,0.134258,0.390736,0.422096,0.512709,0.569187,0.488127,1,1,0.450683,0.235994,0.472241,0,0.240929,0.522199,0.094493,0.23329,0.160805,0.489288,0.139609,0,0,0.515492,1,1,0,0,0,1,4.697445
ore_ont_11282.owl,0.662313,0.034806,0.208164,0.030734,0.498727,0,0,1,1,0,0,0.435015,0.479337,0.183709,0.688218,0.04448,0.718776,0.033158,0.651009,0.030402,0.2953,0,0.507972,0.7047,1,0,0,0.212121,0.777778,6.959399
ore_ont_4610.owl,0.498767,0.112919,0.27999,0.399028,0.605217,0.666545,0.171754,1,1,0,0,0,0,0.210569,0.620994,0.078986,0.611841,0.132928,0.604973,0.105691,0,0,0.642324,1,1,0,0,0,0,5.731181
ore_ont_269.owl,0.613606,0.204544,0.5322,0.241826,0.732898,1,0,1,1,0,0,0,0,0.358528,0.741093,0.144821,0.574352,0.250088,0.719588,0.268634,0,0,0.677825,1,1,0,0,0,0,7.270081
ore_ont_12397.owl,0.403815,0.048809,0.363228,0.001394,0.403316,0.002243,0,1,1,0,0,0,0,0.216189,0.527091,0.057267,0.215102,0.05103,0.460524,0.058313,0,0,0.108595,1,1,0,0,0,1,4.877739
ore_ont_9790.owl,0.503675,0.036913,0.298322,0,0.409261,0,0,1,1,0,0,0,0,0.201909,0.588497,0.049317,0.346283,0.035676,0.529717,0.040908,0,0,0,0,0,0,0,0,0,5.446737
ore_ont_4166.owl,0.814701,0.030738,0.046122,0.205188,0.526091,0.651029,0.477123,0.999695,0.999582,0,0,0,0.875808,0.168963,0.612213,0.34348,0.866947,0.057016,0.58531,0.034902,0,0,0.603624,0.9987,1,0,0,0,0,7.999007
ore_ont_10413.owl,0.136765,0.109261,0.237886,0,0.323581,0,0,1,0,0,0,0,0.051249,0,0,0.109954,0.288614,0.023178,0.185384,0.026577,0,0,0,0,1,0,0,0,1,4.26268
ore_ont_7073.owl,0.16809,0.112101,0.211914,0,0.347616,0,0,1,0,0,0,0,0,0,0,0.10772,0.316375,0.023774,0.210774,0.027261,0,0,0,0,1,0,0,0,1,4.290459
ore_ont_14380.owl,0.581803,0.070081,0.244983,0.133509,0.649804,0.052896,0.11998,0.905701,0.922244,0.385254,0.004596,0.35416,0.752042,0.222348,0.659709,0.169805,0.710092,0.14863,0.648944,0.086261,0.0985,0.4607,0.490192,0.2592,0.8235,0.1765,0.0588,0,0.982143,7.025835
ore_ont_16372.owl,0.306443,0.134759,0.47485,0.446084,0.500164,0.179459,0.329452,0.925919,0.695652,0.39164,0.141625,0.345395,0.343389,0.149205,0.456216,0.103608,0.298607,0.168395,0.467657,0.05263,0.3564,0.0782,0.439128,0.4927,0.9467,0.0533,0.1067,0.093333,0.877301,4.715518
ore_ont_2266.owl,0.429051,0.03846,0.170156,0.039552,0.371183,0.070621,0.092829,1,1,0,0,0,0.564882,0.219765,0.465431,0.171445,0.518843,0.06524,0.395738,0.069306,0,0,0.276236,1,1,0,0,0,0,4.727388
ore_ont_6378.owl,0.215128,0.032858,0.269441,0,0.171333,0,0,1,1,0,0,0,0,0.194913,0.388906,0.045467,0.24211,0.030489,0.305307,0.034961,0,0,0,0,0,0,0,0,0,4.317488
ore_ont_3381.owl,0.449872,0.083893,0.405944,0.175701,0.51841,0.018305,0.147131,0.823004,0.774469,0.391782,0.046877,0.388505,0.37384,0.194005,0.55095,0.068609,0.268634,0.098461,0.520395,0.074767,0,0.6492,0.312476,0.0841,0.8462,0.1538,0,0,0.816393,5.427883
ore_ont_14351.owl,0.543352,0.469469,0.697824,0.003982,0.776779,0,0,0.995613,1,0,0,0.757598,0.654003,0.195639,0.420567,0.352845,0.653844,0.032319,0.34162,0.035209,0,0,0,0,0.8029,0.1971,0.1168,0,0.812121,6.631123
ore_ont_10776.owl,0.271207,0.05353,0.268368,0.24765,0.400881,0.508728,0.439623,1,1,0.385097,0.117961,0,0.509541,0.198795,0.446697,0.132259,0.44705,0.09336,0.397833,0.074499,0,0,0.407222,1,1,0,0,0,1,4.574711
ore_ont_4662.owl,0.531978,0.041384,0.200559,0.293632,0.539783,0.997242,0.603999,1,1,0,0,0,0.718833,0.150265,0.603011,0.126555,0.735904,0.063201,0.589441,0.028949,0,0,0.633084,1,1,0,0,0,0,6.352049
ore_ont_5492.owl,0.468602,0.029575,0.043698,0.008594,0.320348,0.02088,0.160568,1,1,0,0,0,0.697139,0.193591,0.561133,0.178738,0.656734,0.029448,0.500081,0.032423,0,0,0.28286,1,1,0,0,0,1,5.848364
ore_ont_9617.owl,0.370616,0.098264,0.39418,0.178639,0.483755,0.396184,0.476092,1,1,0,0,0,0,0.240752,0.527041,0.081183,0.494526,0.115094,0.476848,0.110542,0,0,0.454032,1,1,0,0,0,0,4.75646
ore_ont_11305.owl,0.463585,0.152295,0.445389,0.292362,0.601712,0.16071,0.473867,0.953283,0.82704,0.477744,0.15483,0.460769,0.432264,0.172776,0.560212,0.113173,0.438124,0.179948,0.5749,0.056439,0.3636,0.0269,0.516464,0.5167,0.9343,0.0657,0.1241,0,0.805447,5.427883
ore_ont_8844.owl,0.500566,0.075154,0.381862,0.179583,0.560511,0.190662,0.378736,0.96403,0.950648,0.351492,0.016295,0.375403,0.530924,0.200478,0.576814,0.07634,0.30936,0.093269,0.543938,0.081868,0.074,0,0.510328,0.7439,1,0,0,0.016478,1,5.78485
ore_ont_6800.owl,0.585983,0.035691,0.219867,0,0.454161,0,0,1,1,0,0,0,0,0.200376,0.643768,0.048473,0.509889,0.034124,0.592192,0.039129,0,0,0,0,1,0,1,0,1,6.298949
